일상용어 일련번호,일상용어,비고내용,출처,등록일시,수정일시
271645,허가수수료,,,2023-07-12,2023-07-12
271647,장치허가,,,2023-07-12,
271649,장치허가수수료,,,2023-07-12,
271651,개별고지,,,2023-07-12,
271653,장치승인,,,2023-07-12,
271655,수렵면허시험결과,,,2023-07-12,
271657,수렵허가시험성적,,,2023-07-12,
271659,수렵지도기관,,,2023-07-12,
271661,사냥강습기관,,,2023-07-12,
271663,지도과목,,,2023-07-12,
271665,지도실무,,,2023-07-12,
271667,수렵지도,,,2023-07-12,
271669,사냥강습,,,2023-07-12,
271671,지도시간,,,2023-07-12,
271673,수요예산,,,2023-07-12,
271675,인공양축계획,,,2023-07-12,
271677,인공사양계획,,,2023-07-12,
271679,수렵처운영실적,,,2023-07-12,
271681,수렵장운영성과,,,2023-07-12,
271683,제한지구,,,2023-07-12,2023-09-01
271685,검사원증표,,,2023-07-12,
271687,검사원증서,,,2023-07-12,
271689,검사원증명,,,2023-07-12,
271691,보호원증표,,,2023-07-12,
271693,보호원증서,,,2023-07-12,
271695,보호원증명,,,2023-07-12,
271697,검증신청,,,2023-07-12,2023-09-08
271699,증명요청,,,2023-07-12,
271701,사육여건,,,2023-07-12,
271703,사육조건,,,2023-07-12,
271705,인공증식허가,,,2023-07-12,
271707,인공증식허가장,,,2023-07-12,
271709,인공증식인허장,,,2023-07-12,
271711,인공증식면허증,,,2023-07-12,
271713,인공증식허가증서,,,2023-07-12,
271715,자연연소성,,,2023-07-12,
271717,자발적연소성,,,2023-07-12,
271719,설정조사문서,,,2023-07-12,
271721,설정조사서,,,2023-07-12,
271723,예정위치,,,2023-07-12,
271725,예정지점,,,2023-07-12,2023-09-15
271727,어업경영행위,,,2023-07-12,
271729,사무분담표,,,2023-07-12,
271731,실험기재,,,2023-07-12,
271733,실험재료,,,2023-07-12,
271735,판단대상,,,2023-07-12,
271737,예방법,,,2023-07-12,2023-08-10
271739,예방방식,,,2023-07-12,
271741,방지방법,,,2023-07-12,
271743,책임관리원,,,2023-07-12,
271745,매몰날짜,,,2023-07-12,
271747,매몰일,,,2023-07-12,
271749,발굴금지시기,,,2023-07-12,
271751,발굴금지기한,,,2023-07-12,
271753,예찰지,,,2023-07-12,
271755,예찰구역,,,2023-07-12,
271757,접수서,,,2023-07-12,
271759,등록문서,,,2023-07-12,2023-09-04
271761,박제용도,,,2023-07-12,
271763,수입추산,,,2023-07-12,
271765,수입예정,,,2023-07-12,
271767,사냥물,,,2023-07-12,
271769,수렵물,,,2023-07-12,
271771,소지허가,,,2023-07-12,
271773,소지허가증서,,,2023-07-12,
271775,소지허가장,,,2023-07-12,
271777,소지인허장,,,2023-07-12,
271779,공고문서,,,2023-07-12,
271781,포획승인신청,,,2023-07-12,2023-07-12
271783,수렵승인요청,,,2023-07-12,
271785,사냥승인신청,,,2023-07-12,
271787,사냥야생동물,,,2023-07-12,
271789,포획야생동물,,,2023-07-12,
271791,포획승인요청서,,,2023-07-12,
271793,사냥승인신청서,,,2023-07-12,
271795,수렵승인신청서,,,2023-07-12,
271797,사냥승인서,,,2023-07-12,
271799,포획승인,,,2023-07-12,
271801,수렵승인서,,,2023-07-12,
271803,수렵기간,,,2023-07-12,
271805,포획시기,,,2023-07-12,
271807,사냥동물,,,2023-07-12,
271809,수렵동물,,,2023-07-12,
271811,사냥관리대장,,,2023-07-12,
271813,포획관리대장,,,2023-07-12,
271815,사냥대상,,,2023-07-12,
271817,감시직무,,,2023-07-12,
271819,서식실정,,,2023-07-12,
271821,관장항목,,,2023-07-12,
271823,미성년후견자,,,2023-07-12,
271825,순서확인,,,2023-07-12,
271827,순위인정,,,2023-07-12,
271829,양친자관계존부확인의소,,,2023-07-12,
271831,가족관계등록기록,,,2023-07-12,2023-08-02
271833,가족관계부기록,,,2023-07-12,
271835,법률행위대리,,,2023-07-12,
271837,친권상실선고,,,2023-07-12,
271839,권리상실선고,,,2023-07-12,
271841,권리상실회복선고,,,2023-07-12,
271843,임무대행인,,,2023-07-12,
271845,임무대행,,,2023-07-12,
271847,후견등기기록,,,2023-07-12,
271849,보세공장종류,,,2023-07-12,
271851,가족관계등록부기록,,,2023-07-12,
271853,후견등기부기록,,,2023-07-12,
271855,사건당사자,,,2023-07-12,
271857,사건당인,,,2023-07-12,2023-09-03
271859,원인날짜,,,2023-07-12,
271861,원인일,,,2023-07-12,
271863,가족관계등록업무,,,2023-07-12,
271865,가족관계등록일,,,2023-07-12,
271867,매각수수료,,,2023-07-12,
271869,매각대행,,,2023-07-12,
271871,사내측정기관,,,2023-07-12,
271873,의사면허증,,,2023-07-12,
271875,전문의면허증,,,2023-07-12,
271877,카드수령인,,,2023-07-12,
271879,처분물품,,,2023-07-12,
271881,노동금지,,,2023-07-12,
271883,저기압,,,2023-07-12,
271885,역학조사평가위,,,2023-07-12,
271887,건강보호방책,,,2023-07-12,
271889,건강보험자격득실확인,,,2023-07-12,
271891,국민연금가입자가입증명서,,,2023-07-12,2023-09-15
271893,직무윤리교육,,,2023-07-12,
271895,업무향상,,,2023-07-12,
271897,발생확인신청,,,2023-07-12,
271899,발생확인처리,,,2023-07-12,
271901,주요원인,,,2023-07-12,
271903,주된원인,,,2023-07-12,
271905,포럼,,,2023-07-12,
271907,전송규제,,,2023-07-12,
271909,온라인광고,,,2023-07-12,
271911,용퇴,,,2023-07-12,
271913,촉탁인,,,2023-07-12,
271915,보석청구자,,,2023-07-12,
271917,작성발급,,,2023-07-12,
271919,이전진술,,,2023-07-12,
271921,동석요청,,,2023-07-12,
271923,중계방식,,,2023-07-12,
271925,증인실,,,2023-07-12,
271927,증언장소,,,2023-07-12,
271929,증인신문신청,,,2023-07-12,
271931,신분입증자료,,,2023-07-12,
271933,신분증명자료,,,2023-07-12,
271935,수리통보,,,2023-07-12,
271937,절차추진,,,2023-07-12,
271939,재판기일변경신청,,,2023-07-12,
271941,홍보기간,,,2023-07-12,
271943,담보책권액,,,2023-07-12,
271945,피담보채권,,,2023-07-12,
271947,불출석허가요청,,,2023-07-12,
271949,공소장변경허가요청,,,2023-07-12,
271951,공소장변경요청서,,,2023-07-12,
271953,재심관할법원,,,2023-07-12,
271955,부채증명서,,,2023-07-12,
271957,우편투표,,,2023-07-12,
271959,부채잔액증명서,,,2023-07-12,
271961,본,,,2023-07-12,
271963,재산장부,,,2023-07-12,
271965,부채목록,,,2023-07-12,
271967,부채장부,,,2023-07-12,
271969,성씨,,,2023-07-12,2023-07-26
271971,보조금관리목록,,,2023-07-12,
271973,보조금관리장부,,,2023-07-12,
271975,사실혼관계존부확인소송사건,,,2023-07-12,
271977,사실혼관계존부확인,,,2023-07-12,
271979,회복승인,,,2023-07-12,
271981,계속사용허락,,,2023-07-12,
271983,계속사용승인,,,2023-07-12,
271985,효력발생날짜,,,2023-07-12,
271987,외국인의료관광,,,2023-07-12,
271989,메디텔,,,2023-07-12,
271991,재심취하,,,2023-07-12,
271993,무효표,,,2023-07-12,
271995,의무이행상황,,,2023-07-12,
271997,직무대리자,,,2023-07-12,
271999,의무이행양상,,,2023-07-12,
272001,의무이행실태,,,2023-07-12,
272003,사건관리,,,2023-07-12,
272005,사건해결,,,2023-07-12,
272007,조정조처,,,2023-07-12,
272009,조정정리,,,2023-07-12,
272011,사건정리,,,2023-07-12,
272013,대법원법관회의,,,2023-07-12,2023-07-12
272015,대법원판사회의,,,2023-07-12,
272017,정신의학과의사,,,2023-07-12,
272019,불법시설물표시,,,2023-07-12,
272021,합병결정,,,2023-07-12,2023-07-27
272023,의료지도원,,,2023-07-12,
272025,의료지도기록대장,,,2023-07-12,
272027,승계신청,,,2023-07-12,
272029,의료감시원,,,2023-07-12,
272031,의료감시,,,2023-07-12,
272033,한지의,,,2023-07-12,
272035,한지의사,,,2023-07-12,
272037,검사명령,,,2023-07-12,2023-08-04
272039,권리의무영향,,,2023-07-12,
272041,참가신청자,,,2023-07-12,
272043,허락여부,,,2023-07-12,2023-09-06
272045,참여허가,,,2023-07-12,
272047,참여명령,,,2023-07-12,
272049,가사비송사건절차,,,2023-07-12,
272051,비송절차,,,2023-07-12,
272053,기각심판,,,2023-07-12,
272055,항고장,,,2023-07-12,
272057,제삼심,,,2023-07-12,2023-07-12
272059,관할변경요청,,,2023-07-12,
272061,임시후견자,,,2023-07-12,
272063,정신능력,,,2023-07-12,
272065,정신활동,,,2023-07-12,
272067,후견감독사무,,,2023-07-12,
272069,최종주소지,,,2023-07-12,
272071,재산소재처,,,2023-07-12,
272073,재산소재,,,2023-07-12,
272075,최종주소,,,2023-07-12,
272077,마지막주소,,,2023-07-12,
272079,담보제공방식,,,2023-07-12,
272081,담보제공법,,,2023-07-12,
272083,부재자,,,2023-07-12,
272085,공고종료날짜,,,2023-07-12,
272087,공고종료일자,,,2023-07-12,
272089,정기자체점검,,,2023-07-12,
272091,정기자체검정,,,2023-07-12,
272093,사망간주날짜,,,2023-07-12,
272095,사망간주일,,,2023-07-12,
272097,부부양쪽,,,2023-07-12,2023-07-12
272099,부부양방,,,2023-07-12,
272101,부부양측,,,2023-07-12,
272103,심리검사전문인,,,2023-07-12,
272105,심리평가전문가,,,2023-07-12,
272107,심리분석전문가,,,2023-07-12,
272109,상용화약종류,,,2023-07-12,
272111,상용화약유형,,,2023-07-12,
272113,검증대상물,,,2023-07-12,
272115,검증목표물,,,2023-07-12,
272117,당사자신문내용,,,2023-07-12,
272119,본인진술서,,,2023-07-12,
272121,입양승인,,,2023-07-12,2023-09-09
272123,입양허용,,,2023-07-12,
272125,당사자이야기,,,2023-07-12,
272127,기초학습,,,2023-07-12,
272129,녹음재생매체,,,2023-07-12,
272131,녹화재생매체,,,2023-07-12,
272133,증거보호절차,,,2023-07-12,
272135,적재검정,,,2023-07-12,
272137,적재검열,,,2023-07-12,
272139,사전증거조사결과보전,,,2023-07-12,
272141,검사표기,,,2023-07-12,
272143,검사표식,,,2023-07-12,
272145,원고청구주장판단소송,,,2023-07-12,
272147,항공기연료,,,2023-07-12,
272149,조목,,,2023-07-12,
272151,친권행사방식,,,2023-07-12,
272153,친권행사법,,,2023-07-12,
272155,재판결신청사유서,,,2023-07-12,
272157,연간검사가능대수,,,2023-07-12,
272159,연검사대수,,,2023-07-12,
272161,수순규정,,,2023-07-12,
272163,과정규정,,,2023-07-12,
272165,재심사소장,,,2023-07-12,
272167,재심과정,,,2023-07-12,
272169,공시촉구,,,2023-07-12,
272171,실권선언,,,2023-07-12,
272173,실행정지,,,2023-07-12,
272175,선거업무관리,,,2023-07-12,
272177,어육,,,2023-07-12,
272179,증원선거,,,2023-07-12,
272181,살코기,,,2023-07-12,
272183,식육,,,2023-07-12,
272185,선거권자등록공부작성기준일,,,2023-07-12,
272187,직접운송,,,2023-07-12,
272189,선거공론조사심의위원회,,,2023-07-12,
272191,투표여론조사심의위원회,,,2023-07-12,
272193,유선면접조사시스템,,,2023-07-12,
272195,분석전문인원,,,2023-07-12,
272197,해석전문인력,,,2023-07-12,
272199,본인승낙및비당원증명서,,,2023-07-12,
272201,선거사무관장,,,2023-07-12,
272203,통관번호,,,2023-07-12,
272205,교풍기관,,,2023-07-12,
272207,교속기관,,,2023-07-12,
272209,식품전공,,,2023-07-12,
272211,식품전문영역,,,2023-07-12,
272213,식품전문분야,,,2023-07-12,
272215,특수시험약,,,2023-07-12,
272217,특별시약,,,2023-07-12,
272219,수입화물주,,,2023-07-12,2023-07-12
272221,적재기한,,,2023-07-12,
272223,피미성년자후견인,,,2023-07-12,
272225,피미성년후견자,,,2023-07-12,
272227,선거구역선거관리위원회,,,2023-07-12,
272229,선거구선관위,,,2023-07-12,
272231,설정제외,,,2023-07-12,
272233,설정패스,,,2023-07-12,
272235,미성년자후견종료,,,2023-07-12,
272237,후견종료,,,2023-07-12,
272239,미성년후견업무,,,2023-07-12,
272241,상시영업,,,2023-07-12,
272243,상설매장,,,2023-07-12,
272245,상속재산관리자,,,2023-07-12,
272247,업무시간외,,,2023-07-12,
272249,취급시간외,,,2023-07-12,
272251,곰팡,,,2023-07-12,
272253,토화,,,2023-07-12,
272255,물품납품,,,2023-07-12,
272257,유언조사,,,2023-07-12,2023-07-12
272259,수수료액,,,2023-07-12,
272261,유언확인,,,2023-07-12,2023-07-12
272263,유언방법,,,2023-07-12,
272265,유언형식,,,2023-07-12,
272267,세관설비,,,2023-07-12,
272269,세관설비이용료,,,2023-07-12,
272271,세관시설이용료,,,2023-07-12,
272273,사전투표장소,,,2023-07-12,
272275,투표권자이름장부,,,2023-07-12,
272277,의원인원수,,,2023-07-12,
272279,일정지역선거구,,,2023-07-12,
272281,유언검인,,,2023-07-12,
272283,획정위,,,2023-07-12,
272285,중앙선거관리위원회산하기구,,,2023-07-12,2023-07-12
272287,선거구획정방안,,,2023-07-12,
272289,선거구구별,,,2023-07-12,2023-07-12
272291,고지비,,,2023-07-12,
272293,고지경비,,,2023-07-12,
272295,하루비용,,,2023-07-12,
272297,본래청구,,,2023-07-12,
272299,절차완료시,,,2023-07-12,
272301,지방선거구,,,2023-07-12,
272303,절차마무리시,,,2023-07-12,
272305,선거구명칭,,,2023-07-12,
272307,선거구분지역명,,,2023-07-12,
272309,선거구선거사무관장,,,2023-07-12,
272311,의원숫자,,,2023-07-12,
272313,의원정수미달선거구실시,,,2023-07-12,
272315,의원정수미달,,,2023-07-12,
272317,의원충원선거,,,2023-07-12,
272319,선거지역선거업무,,,2023-07-12,
272321,채용약정,,,2023-07-12,
272323,미리행사,,,2023-07-12,2023-07-12
272325,만기행사,,,2023-07-12,
272327,재산조회비,,,2023-07-12,
272329,재산조회경비,,,2023-07-12,
272331,특별사법경찰임무,,,2023-07-12,
272333,차차,,,2023-07-12,
272335,증인대,,,2023-07-12,
272337,경과서,,,2023-07-12,2023-08-21
272339,내사종결사건서류철,,,2023-07-12,
272341,수사미제사건기록서류철,,,2023-07-12,
272343,통계서류철,,,2023-07-12,
272345,문서철,,,2023-07-12,
272347,잡문서철,,,2023-07-12,
272349,수사종결사건서류철,,,2023-07-12,
272351,기록리스트,,,2023-07-12,
272353,수사관계예규서류철,,,2023-07-12,
272355,불출석심판신청,,,2023-07-12,
272357,불출석심판신청서,,,2023-07-12,
272359,불출석심판청구자,,,2023-07-12,
272361,즉결심판출석통보,,,2023-07-12,
272363,재심청구취소,,,2023-07-12,
272365,특사경,,,2023-07-12,
272367,강제처분기간,,,2023-07-12,
272369,행정고발,,,2023-07-12,2023-07-12
272371,행정고발사안,,,2023-07-12,
272373,수사부탁,,,2023-07-12,
272375,소재발견처리장부,,,2023-07-12,
272377,기여분,,,2023-07-12,
272379,주검사,,,2023-07-12,
272381,기여상속분결정,,,2023-07-12,
272383,기여부분결정,,,2023-07-12,
272385,지휘장부,,,2023-07-12,
272387,소재지수사,,,2023-07-12,2023-07-12
272389,주소지수사,,,2023-07-12,
272391,송치서류,,,2023-07-12,
272393,청구건,,,2023-07-12,
272395,상속재산분할청구,,,2023-07-12,
272397,신병지휘,,,2023-07-12,
272399,법원행정고시,,,2023-07-12,
272401,행정고시,,,2023-07-12,
272403,심리완료,,,2023-07-12,
272405,직접지급명령,,,2023-07-12,
272407,직접지급명령요청,,,2023-07-12,
272409,법원중앙인사위,,,2023-07-12,
272411,중앙인사위,,,2023-07-12,
272413,일시금지급,,,2023-07-12,
272415,예상인원,,,2023-07-12,
272417,충원예정,,,2023-07-12,
272419,추가예정,,,2023-07-12,
272421,금전보관,,,2023-07-12,2023-08-09
272423,금전기탁,,,2023-07-12,
272425,미가입자,,,2023-07-12,
272427,금전임치사항,,,2023-07-12,
272429,임치금사건장부,,,2023-07-12,
272431,임치금사건기록,,,2023-07-12,
272433,임치금사건대장,,,2023-07-12,
272435,문서형식,,,2023-07-12,
272437,문서서식,,,2023-07-12,
272439,보관금사건,,,2023-07-12,
272441,투자신탁협회,,,2023-07-12,
272443,수사건,,,2023-07-12,
272445,참관신청서,,,2023-07-12,2023-07-12
272447,참석신청서,,,2023-07-12,
272449,합동단속,,,2023-07-12,
272451,단속반,,,2023-07-12,
272453,이중단속,,,2023-07-12,
272455,인권인식,,,2023-07-12,
272457,밀고,,,2023-07-12,
272459,투서자,,,2023-07-12,
272461,범죄인지서류,,,2023-07-12,
272463,범죄인지문서,,,2023-07-12,
272465,범법인지서,,,2023-07-12,
272467,출두조사,,,2023-07-12,
272469,참석조사,,,2023-07-12,
272471,확인자료제공요구,,,2023-07-12,
272473,확인자료제공청구,,,2023-07-12,
272475,확인자료제공신청,,,2023-07-12,
272477,잠복지문,,,2023-07-12,
272479,벗,,,2023-07-12,
272481,교우,,,2023-07-12,
272483,친우,,,2023-07-12,
272485,동료,,,2023-07-12,
272487,심판내용,,,2023-07-12,
272489,위법범죄,,,2023-07-12,
272491,폭행치사범죄,,,2023-07-12,
272493,범죄통계표,,,2023-07-12,
272495,지문대조확인,,,2023-07-12,
272497,참고인중지처분,,,2023-07-12,
272499,수사규칙,,,2023-07-12,
272501,수사준규,,,2023-07-12,
272503,업무권리,,,2023-07-12,
272505,수산물생산,,,2023-07-12,
272507,수사날짜,,,2023-07-12,
272509,갱신지휘,,,2023-07-12,
272511,계속지휘,,,2023-07-12,
272513,주요범죄,,,2023-07-12,
272515,수사보고문서,,,2023-07-12,
272517,수사기록문서,,,2023-07-12,
272519,수사관공서,,,2023-07-12,
272521,출석요구통지장부,,,2023-07-12,
272523,수사시,,,2023-07-12,
272525,철야조사,,,2023-07-12,
272527,밤열두시,,,2023-07-12,
272529,식사때,,,2023-07-12,2023-07-12
272531,휴식때,,,2023-07-12,
272533,경작개시,,,2023-07-12,
272535,경작기간,,,2023-07-12,
272537,웨이팅,,,2023-07-12,
272539,신뢰관계자,,,2023-07-12,
272541,동석신청서류,,,2023-07-12,
272543,합석신청서,,,2023-07-12,
272545,수사비밀,,,2023-07-12,2023-07-12
272547,조력권리,,,2023-07-12,
272549,의료법인,,,2023-07-12,
272551,면질조사,,,2023-07-12,
272553,대질심문조사,,,2023-07-12,
272555,수사관련,,,2023-07-12,
272557,동영상녹화파일,,,2023-07-12,
272559,녹화영상파일,,,2023-07-12,
272561,임상증상조사,,,2023-07-12,
272563,임상심문,,,2023-07-12,
272565,임상신문,,,2023-07-12,
272567,실제상황조사,,,2023-07-12,
272569,실상조사서,,,2023-07-12,
272571,실제상황조사서,,,2023-07-12,
272573,실황조사서류,,,2023-07-12,
272575,수사관련사항,,,2023-07-12,
272577,수사사항조회서류,,,2023-07-12,
272579,수사조회서,,,2023-07-12,
272581,집행원장부,,,2023-07-12,
272583,체포영장신청서류,,,2023-07-12,
272585,체포영장신청서면,,,2023-07-12,
272587,체포영장신청문서,,,2023-07-12,
272589,체포영장신청장부,,,2023-07-12,
272591,긴급체포원장부,,,2023-07-12,
272593,긴급체포승인건의서류,,,2023-07-12,
272595,긴급체포승인제안서,,,2023-07-12,
272597,긴급체포승인건언서,,,2023-07-12,
272599,석방연유,,,2023-07-12,
272601,석방이유,,,2023-07-12,
272603,석방날짜,,,2023-07-12,
272605,현행범인체포서류,,,2023-07-12,
272607,현행범인체포장,,,2023-07-12,
272609,현행범인인수서류,,,2023-07-12,
272611,석방보고문서,,,2023-07-12,
272613,석방보고,,,2023-07-12,
272615,석방보고문,,,2023-07-12,
272617,현행범인체포원장부,,,2023-07-12,
272619,구속영장신청서류,,,2023-07-12,
272621,구속영장신청문서,,,2023-07-12,
272623,현행범인인수문서,,,2023-07-12,
272625,현행범체포원부,,,2023-07-12,
272627,현행범체포원장부,,,2023-07-12,
272629,구속영장신청장부,,,2023-07-12,
272631,구속영장등본교부원부,,,2023-07-12,
272633,구속영장등본교부장부,,,2023-07-12,2023-07-12
272635,체포영장등본교부장부,,,2023-07-12,
272637,체포영장등본교부원부,,,2023-07-12,
272639,기탁증명서,,,2023-07-12,
272641,임치증명서류,,,2023-07-12,
272643,임치증명증,,,2023-07-12,
272645,임치증명서면,,,2023-07-12,
272647,임치물품,,,2023-07-12,
272649,임치재물,,,2023-07-12,
272651,물품차입장부,,,2023-07-12,
272653,차용물품,,,2023-07-12,
272655,석방지시,,,2023-07-12,
272657,체포자,,,2023-07-12,
272659,체포현장,,,2023-07-12,
272661,구속현장,,,2023-07-12,
272663,체포구속인명단,,,2023-07-12,
272665,사건송치명령문서,,,2023-07-12,2023-07-12
272667,사건송치명령,,,2023-07-12,
272669,피의자석방명령문서,,,2023-07-12,
272671,피의자석방명령,,,2023-07-12,
272673,압수자,,,2023-07-12,
272675,긴급체포피의자,,,2023-07-12,
272677,반환확인증,,,2023-07-12,
272679,반환확인문서,,,2023-07-12,
272681,반환확인서류,,,2023-07-12,
272683,참관연부,,,2023-07-12,
272685,참관여지,,,2023-07-12,
272687,도시주택,,,2023-07-12,
272689,개발구역주택,,,2023-07-12,
272691,수사성과,,,2023-07-12,2023-07-12
272693,수색성과,,,2023-07-12,
272695,지휘제안서,,,2023-07-12,
272697,환금보관,,,2023-07-12,
272699,폐기조사서,,,2023-07-12,
272701,폐기문서,,,2023-07-12,
272703,승인제안서,,,2023-07-12,
272705,발송장부,,,2023-07-12,
272707,발송대장,,,2023-07-12,
272709,집행위탁허용,,,2023-07-12,
272711,집행위탁승낙,,,2023-07-12,
272713,집행위탁허락,,,2023-07-12,
272715,사건처리결론,,,2023-07-12,
272717,통지장부,,,2023-07-12,
272719,통지대장,,,2023-07-12,
272721,유예승인신청장부,,,2023-07-12,
272723,유예승인신청대장,,,2023-07-12,
272725,통지연기,,,2023-07-12,
272727,통지보고,,,2023-07-12,
272729,통지보고문서,,,2023-07-12,
272731,승인신청장부,,,2023-07-12,
272733,승인신청대장,,,2023-07-12,
272735,집행장부,,,2023-07-12,2023-09-02
272737,회신장부,,,2023-07-12,
272739,요청중지통지문서,,,2023-07-12,
272741,요청중지통지,,,2023-07-12,
272743,집행결과보고문서,,,2023-07-12,
272745,집행결과보고,,,2023-07-12,
272747,요청허용,,,2023-07-12,
272749,요청허락,,,2023-07-12,
272751,요청승낙,,,2023-07-12,
272753,감정처분허용,,,2023-07-12,
272755,감정처분승낙,,,2023-07-12,
272757,감정위촉문서,,,2023-07-12,
272759,감정위촉장,,,2023-07-12,
272761,감정처분허가서,,,2023-07-12,
272763,영장반납,,,2023-07-12,
272765,영장반려,,,2023-07-12,
272767,집행불가능,,,2023-07-12,2023-07-12
272769,고소건,,,2023-07-12,
272771,고소권리,,,2023-07-12,
272773,말씨,,,2023-07-12,
272775,어투,,,2023-07-12,2023-08-20
272777,말본새,,,2023-07-12,
272779,어조,,,2023-07-12,
272781,어태,,,2023-07-12,
272783,소년형사사건,,,2023-07-12,
272785,심경,,,2023-07-12,
272787,소년배경,,,2023-07-12,
272789,소년생활환경,,,2023-07-12,
272791,글자통역,,,2023-07-12,
272793,글씨통역,,,2023-07-12,
272795,해운소득,,,2023-07-12,
272797,손짓말,,,2023-07-12,
272799,영사관리,,,2023-07-12,
272801,영사관인,,,2023-07-12,
272803,묶음표,,,2023-07-12,
272805,괄호부,,,2023-07-12,
272807,방언,,,2023-07-12,
272809,시골말,,,2023-07-12,
272811,준말,,,2023-07-12,
272813,본딧말,,,2023-07-12,
272815,변말,,,2023-07-12,
272817,유행어,,,2023-07-12,
272819,갈말,,,2023-07-12,
272821,술어,,,2023-07-12,
272823,취소요청서,,,2023-07-12,2023-07-18
272825,취소청구서,,,2023-07-12,
272827,취소신청서류,,,2023-07-12,2023-09-08
272829,취소신청장부,,,2023-07-12,2023-07-12
272831,취소신청대장,,,2023-07-12,
272833,사건송치문서,,,2023-07-12,
272835,사건송치서류,,,2023-07-12,
272837,송치문서,,,2023-07-12,
272839,송치서면,,,2023-07-12,
272841,인상서류,,,2023-07-12,
272843,전체목록,,,2023-07-12,
272845,특수압수물건,,,2023-07-12,
272847,초과환류,,,2023-07-12,
272849,송부문서,,,2023-07-12,
272851,발송서,,,2023-07-12,
272853,기소중지,,,2023-07-12,
272855,소재지발견,,,2023-07-12,
272857,소재처발견,,,2023-07-12,
272859,주소지발견,,,2023-07-12,
272861,동업자그룹,,,2023-07-12,
272863,파견조사,,,2023-07-12,
272865,범죄사건장부,,,2023-07-12,
272867,범죄사건대장,,,2023-07-12,
272869,압수장부,,,2023-07-12,
272871,압수대장,,,2023-07-12,
272873,압수날짜,,,2023-07-12,
272875,압수일자,,,2023-07-12,
272877,접견장부,,,2023-07-12,
272879,접견대장,,,2023-07-12,
272881,교통장부,,,2023-07-12,
272883,교통대장,,,2023-07-12,
272885,진료대장,,,2023-07-12,
272887,접견기록부,,,2023-07-12,
272889,교통기록부,,,2023-07-12,
272891,구속인명단,,,2023-07-12,
272893,구속인장부,,,2023-07-12,
272895,구속인대장,,,2023-07-12,
272897,통신제한조치허용,,,2023-07-12,
272899,통신제한조치허락,,,2023-07-12,
272901,긴급통신제한조치장부,,,2023-07-12,
272903,공동운행,,,2023-07-12,
272905,수사종결건,,,2023-07-12,
272907,통계문서,,,2023-07-12,
272909,처분결과통지서,,,2023-07-12,
272911,화물운항,,,2023-07-12,
272913,처분결과통지서류철,,,2023-07-12,
272915,검색목록,,,2023-07-12,
272917,수의장부,,,2023-07-12,
272919,임의대장,,,2023-07-12,
272921,최후절차,,,2023-07-12,
272923,마지막절차,,,2023-07-12,
272925,폐기리스트,,,2023-07-12,
272927,처분목록,,,2023-07-12,2023-07-12
272929,외곽해상운송활동,,,2023-07-12,
272931,연간선박톤수,,,2023-07-12,
272933,직업훈련시설,,,2023-07-12,
272935,연계수송형,,,2023-07-12,
272937,연계수송용도,,,2023-07-12,
272939,시외버스운수사업자,,,2023-07-12,
272941,운송수요,,,2023-07-12,
272943,수송공급,,,2023-07-12,
272945,교통혼잡정도,,,2023-07-12,
272947,운행노선거리,,,2023-07-12,
272949,특정속도,,,2023-07-12,
272951,지정속력,,,2023-07-12,
272953,고속도국도구간,,,2023-07-12,
272955,고속공도구간,,,2023-07-12,
272957,고속도로구간,,,2023-07-12,
272959,비포장도로구간,,,2023-07-12,
272961,포장로구간,,,2023-07-12,
272963,포도구간,,,2023-07-12,
272965,금속스크랩,,,2023-07-12,
272967,포장도로구간,,,2023-07-12,
272969,공장밀집구역,,,2023-07-12,
272971,공장밀집지,,,2023-07-12,
272973,불규칙성질,,,2023-07-12,
272975,버스교통체제,,,2023-07-12,
272977,버스교통조직,,,2023-07-12,
272979,신노선,,,2023-07-12,
272981,택시운전면허증,,,2023-07-12,
272983,전문상담인,,,2023-07-12,
272985,택시자격증,,,2023-07-12,
272987,아동학,,,2023-07-12,
272989,아동학연구자,,,2023-07-12,
272991,폐자원재생,,,2023-07-12,
272993,참가허가여부,,,2023-07-12,
272995,명함판,,,2023-07-12,
272997,사진판,,,2023-07-12,
272999,이론교육,,,2023-07-12,2023-09-10
273001,가사비송심판청구,,,2023-07-12,
273003,범죄자체포,,,2023-07-12,
273005,범죄인체포,,,2023-07-12,
273007,관세경감비율,,,2023-07-12,
273009,사고운전자,,,2023-07-12,
273011,대리운전신고서류,,,2023-07-12,
273013,임용처분,,,2023-07-12,
273015,선발처분,,,2023-07-12,
273017,택시운전자격증명서,,,2023-07-12,2023-07-12
273019,택시운전자격증,,,2023-07-12,2023-07-12
273021,대리운전기사,,,2023-07-12,
273023,개시청구,,,2023-07-12,
273025,대리운전사,,,2023-07-12,
273027,대리운전시기,,,2023-07-12,
273029,운행계통,,,2023-07-12,2023-07-12
273031,운행횟수별,,,2023-07-12,
273033,운행대수별,,,2023-07-12,
273035,공급보전,,,2023-07-12,
273037,공급지속,,,2023-07-12,
273039,마을버스운수사업자,,,2023-07-12,
273041,마을버스사업자,,,2023-07-12,
273043,중지청구,,,2023-07-12,
273045,특수여객차운송사업자,,,2023-07-12,
273047,특수여객차량운송사업자,,,2023-07-12,
273049,해임요구,,,2023-07-12,2023-08-08
273051,사업구획별,,,2023-07-12,
